sourceLabel,sourceNodeType,targetLabel,targetNodeType,relationType
左权小花戏,ctm:MusicType,榆社县,places:County,分布地域
左权开花调,ctm:MusicType,左权县,places:County,分布地域
左权盲人说唱,ctm:MusicType,左权县,places:County,分布地域
左权小花戏,ctm:MusicType,左权县,places:County,分布地域
左权小花戏,ctm:MusicType,和顺县,places:County,分布地域
祁太秧歌,ctm:MusicType,祁县,places:County,分布地域
平遥鼓书,ctm:MusicType,平遥县,places:County,分布地域
祁太秧歌,ctm:MusicType,平遥县,places:County,分布地域
平遥鼓书,ctm:MusicType,介休市,places:County,分布地域
祁太秧歌,ctm:MusicType,介休市,places:County,分布地域
山西山曲,ctm:MusicType,河曲县,places:County,分布地域
河曲民歌,ctm:MusicType,河曲县,places:County,分布地域
二人台,ctm:MusicType,河曲县,places:County,分布地域
山西山曲,ctm:MusicType,保德县,places:County,分布地域
山西山曲,ctm:MusicType,偏关县,places:County,分布地域
智化寺京音乐,ctm:MusicType,东城区,places:County,分布地域
太平鼓,ctm:MusicType,丰台区,places:County,分布地域
太平鼓,ctm:MusicType,海淀区,places:County,分布地域
太平鼓,ctm:MusicType,门头沟区,places:County,分布地域
太平鼓,ctm:MusicType,房山区,places:County,分布地域
太平鼓,ctm:MusicType,大兴区,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,安次区,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,固安县,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,霸州市,places:County,分布地域
长子鼓书,ctm:MusicType,长子县,places:County,分布地域
祁太秧歌,ctm:MusicType,文水县,places:County,分布地域
祁太秧歌,ctm:MusicType,交城县,places:County,分布地域
孝义碗碗腔,ctm:MusicType,孝义市,places:County,分布地域
平遥鼓书,ctm:MusicType,孝义市,places:County,分布地域
平遥鼓书,ctm:MusicType,汾阳市,places:County,分布地域
祁太秧歌,ctm:MusicType,汾阳市,places:County,分布地域
鄂尔多斯古如歌,ctm:MusicType,杭锦旗,places:County,分布地域
山东筝曲,ctm:MusicType,临清市,places:County,分布地域
山西山曲,ctm:MusicType,府谷县,places:County,分布地域
陕西鼓吹乐,ctm:MusicType,绥德县,places:County,分布地域
陕西鼓吹乐,ctm:MusicType,米脂县,places:County,分布地域
山西山曲,ctm:MusicType,神木市,places:County,分布地域
河北省固安屈家营古乐资料集,ctm:SpecialIndependentResource,河北音乐会-北乐会,ctm:MusicType,特藏资源涉及乐种
河北省屈家营音乐会重建二十四周年（打击乐篇）：屈家营“音乐圣会”世界音乐周专场音乐会,ctm:SpecialIndependentResource,河北音乐会-北乐会,ctm:MusicType,特藏资源涉及乐种
河北省屈家营音乐会重建二十四周年（采访篇）,ctm:SpecialIndependentResource,河北音乐会-北乐会,ctm:MusicType,特藏资源涉及乐种
河北屈家营村、小冯村音乐会,ctm:SpecialIndependentResource,河北音乐会-北乐会,ctm:MusicType,特藏资源涉及乐种
河北省屈家营音乐会重建二十四周年（演奏篇）：屈家营“音乐圣会”世界音乐周专场音乐会,ctm:SpecialIndependentResource,河北音乐会-北乐会,ctm:MusicType,特藏资源涉及乐种
"""文化遗产在我身边：2010年6月12日文化遗产日——屈家营古乐、天坛神乐署古乐音乐会""",ctm:SpecialIndependentResource,河北音乐会-北乐会,ctm:MusicType,特藏资源涉及乐种
采访山西左权县“小花戏”李时珍等,ctm:SpecialIndependentResource,左权小花戏,ctm:MusicType,特藏资源涉及乐种
山西左权“小花戏”演出（编辑带）,ctm:SpecialIndependentResource,左权小花戏,ctm:MusicType,特藏资源涉及乐种
王西麟音乐会（中山音乐堂）,ctm:SpecialIndependentResource,祁太秧歌,ctm:MusicType,特藏资源涉及乐种
桃花红、杏花白：山西左权民歌演唱会,ctm:SpecialIndependentResource,左权开花调,ctm:MusicType,特藏资源涉及乐种
桃花红、杏花白：山西左权民歌演唱会,ctm:SpecialIndependentResource,河曲民歌,ctm:MusicType,特藏资源涉及乐种
河曲民歌讲座、研讨会,ctm:SpecialIndependentResource,山西山曲,ctm:MusicType,特藏资源涉及乐种
“亲圪蛋、开花调”：山西左权民歌“小花戏”专场演出和研讨会,ctm:SpecialIndependentResource,左权小花戏,ctm:MusicType,特藏资源涉及乐种
"""2010春季学期艺术实践周——音乐学系晋中采风汇报""",ctm:SpecialIndependentResource,左权开花调,ctm:MusicType,特藏资源涉及乐种
"""2010春季学期艺术实践周——音乐学系晋中采风汇报""",ctm:SpecialIndependentResource,平遥鼓书,ctm:MusicType,特藏资源涉及乐种
"""2010春季学期艺术实践周——音乐学系晋中采风汇报""",ctm:SpecialIndependentResource,左权盲人说唱,ctm:MusicType,特藏资源涉及乐种
"""2010春季学期艺术实践周——音乐学系晋中采风汇报""",ctm:SpecialIndependentResource,左权小花戏,ctm:MusicType,特藏资源涉及乐种
"""2010春季学期艺术实践周——音乐学系晋中采风汇报""",ctm:SpecialIndependentResource,祁太秧歌,ctm:MusicType,特藏资源涉及乐种
河曲民歌（采访韩运德老师及其分享会）,ctm:SpecialIndependentResource,山西山曲,ctm:MusicType,特藏资源涉及乐种
山西左权民歌小花戏和祁太秧歌艺人采访,ctm:SpecialIndependentResource,左权小花戏,ctm:MusicType,特藏资源涉及乐种
山西左权民歌小花戏和祁太秧歌艺人采访,ctm:SpecialIndependentResource,祁太秧歌,ctm:MusicType,特藏资源涉及乐种
音乐直播厅：喜迎回归，普天同庆——民乐特别节目,ctm:SpecialIndependentResource,二人台,ctm:MusicType,特藏资源涉及乐种
首届北京智化寺音乐节,ctm:SpecialIndependentResource,智化寺京音乐,ctm:MusicType,特藏资源涉及乐种
曹风雅韵：山东琴筝清曲,ctm:SpecialIndependentResource,山东筝曲,ctm:MusicType,特藏资源涉及乐种
陕北绥德说书；鼓吹演出,ctm:SpecialIndependentResource,陕西鼓吹乐,ctm:MusicType,特藏资源涉及乐种
"""陕北绥德说书；鼓吹录音[reduplicative2]""",ctm:SpecialIndependentResource,陕西鼓吹乐,ctm:MusicType,特藏资源涉及乐种
鄂尔多斯古如歌,ctm:SpecialIndependentResource,鄂尔多斯古如歌,ctm:MusicType,特藏资源涉及乐种
辽宁省鞍山市岫岩满族自治县、红旗乡太平鼓、黄花甸皮影,ctm:SpecialIndependentResource,太平鼓,ctm:MusicType,特藏资源涉及乐种
音乐艺术人生：第七届中国音乐学院艺术实践周——北京智化寺京音乐,ctm:SpecialIndependentResource,智化寺京音乐,ctm:MusicType,特藏资源涉及乐种
鄂尔多斯杭锦旗远古神韵——古如歌音乐会,ctm:SpecialIndependentResource,鄂尔多斯古如歌,ctm:MusicType,特藏资源涉及乐种
"""2010春季学期艺术实践周——音乐学系晋中采风汇报""",ctm:SpecialIndependentResource,孝义碗碗腔,ctm:MusicType,特藏资源涉及乐种
古如歌——蒙古音乐的活化石,ctm:SpecialIndependentResource,鄂尔多斯古如歌,ctm:MusicType,特藏资源涉及乐种
"""陕北绥德说书；鼓吹录音[reduplicative1]""",ctm:SpecialIndependentResource,陕西鼓吹乐,ctm:MusicType,特藏资源涉及乐种
古如歌,ctm:SpecialIndependentResource,鄂尔多斯古如歌,ctm:MusicType,特藏资源涉及乐种
鄂尔多斯杭锦旗远古神韵——古如歌音乐会（报道）,ctm:SpecialIndependentResource,鄂尔多斯古如歌,ctm:MusicType,特藏资源涉及乐种
北京智化寺音乐,ctm:SpecialIndependentResource,智化寺京音乐,ctm:MusicType,特藏资源涉及乐种
内蒙古鄂尔多斯古如歌现场演出,ctm:SpecialIndependentResource,鄂尔多斯古如歌,ctm:MusicType,特藏资源涉及乐种
"""天津曲艺展演（2018年文化和自然遗产日非遗活动启动仪式暨全国非遗曲艺周开幕演出，中华剧院）""",ctm:SpecialIndependentResource,长子鼓书,ctm:MusicType,特藏资源涉及乐种
陕北唢呐和陕北说书,ctm:SpecialIndependentResource,陕西鼓吹乐,ctm:MusicType,特藏资源涉及乐种
